,job_name,put_time,salary,city,city_zh,recruit_num,work_year,study,company,company_url,work_addr,jd,jd_duty,jd_require,workfare,job_url
88386087,机构业务岗,2019-04-02,loudi,娄底,0.6-1.2万/月,1人,,,方正证券股份有限公司娄底南贸西街证券营业部,,上班地址 : 娄星区南贸西街3号,"
1、开发高净值客户、专业投资者、私募、银行、上市公司及机构客户；2、负责私募产品设计及机构客户全业务链跟踪支持，协调公司资源为客户提供一站式服务。包括但不限于：私募产品引入、PB业务、托管业务、运营外包业务、新三板业务、上市公司定增业务、限售股解禁、股票质押融资、股权激励、员工持股计划、可交换债、资产证券化等业务等。任职/实习要求：1、年龄40周岁及以下；2、本科以上学历，经济、金融等相关专业；3、具有证券从业资格；4、热爱金融、勇于创新、较强的学习能力。联系面试官：0738- 8515495 黄***，1867 3880 899 李*** ",,,"['五险一金', '员工旅游', '绩效奖金', '年终奖金', '专业培训']",https://m.51job.com/jobs/loudi/88386087.html
88633171,生产普工,2019-04-02,yichune,宜春,4.5-5.9千/月,60人,无工作经验,初中及以下,新中源陶瓷企业集团,,上班地址 : 江西省高安市八景镇陶瓷基地,"
			江西基地朱有龙 2017-4-25 09:49:08
陶瓷厂生产一线普工，包括：原料球磨工、塔口、炉工、机修、压机操作工、入口工、窑炉炉工、保养工、看线工、釉线印花工、淋釉工、抛光操作工、前磨、后磨、分级工、包装工、搬运工、叉车司机、铲车司机等岗位。
要求：
性别不限，18-54岁，身体健康，能吃苦，能适应倒班制度，叉车、铲车、机修岗位需持特种岗位操作证。
三班倒工资3000-4500元/月；二班倒工资4500-7000元/月
欢迎来电咨询报名：0795-5603183 赵小姐			",,,,https://m.51job.com/jobs/yichune/88633171.html
112125121,销售BD,2019-04-02,suizhou,随州,6-8千/月,3人,,,松鼠拼拼,,上班地址 : 曾都区清河路中百8楼筋斗云创业孵化器805室,"
公司简介：松鼠拼拼为原美团销售副总裁杨俊先生创立，人人网（原校内网） 、饭否网 、 海内网联合创始人，美团网联合创始人兼副总裁。松鼠拼拼于2018年8月创立于北京。已获IDG、高瓴资本等风投的投资。团队核心成员均毕业于清华、北大、南开等知名高校，曾在百度、美团、滴滴、唱吧、映客、永辉、物美等知名企业就职。是新型的社区零售线上超市，主打基于社区的拼团，为居民提供新鲜、优质、超低价的生鲜日用品。每日线上预售、收单、线下实时采货、次日到货。公司目前全国战略布局，快速扩张，已开通40多个城市。诚聘市场BD【岗位职责】1. 拓展小区团长，结合公司的业务及营销策略，激励，帮助，辅导，优化团长提升小区销售效率；2. 执行公司的销售策略，努力开发区域内新团长，维护老团长，全力达成业绩目标；3. 处理用户的反馈，投诉和建议，提高用户满意度；【岗位要求】 1. 具有较强的抗压能力；2. 吃苦耐劳、善于学习、有团队荣誉感；3. 快消、o2o行业从业经验，有行业资源者优先【薪资福利】 1. 缴纳五险一金，各类带薪年假，过节福利，定期团建活动；2.快速晋升的通道； ",,,"['五险一金', '弹性工作', '带薪年假']",https://m.51job.com/jobs/suizhou/112125121.html
111850015,燕之屋导购6K+,2019-04-02,kaifeng,郑州,6-8千/月,6人,1年工作经验,大专,河南燕之杰商贸有限公司,,上班地址 : 金水区花园东风路交叉口向西300米路南 燕之屋碗燕,"
1、专卖店终端销售，店面日常运营管理。2、产品推广及品牌推广。职位要求：1、工作态度积极、乐观、勤奋、有责任心、学习力强。2、大专及以上学历，具有优秀的沟通、合作、组织协调能力。3、年龄25-40岁，身体健康，形象气质佳，普通话流利，亲和力强，有从事奢侈品销售经验者优先。薪资待遇：店员底薪4000转正后综合薪资6000-12000元面试流程：1、网申/电询2、公司初试、复试、门店最终面试3、培训及门店运营实践工作说明：1.在店铺工作完全适应之后，表现优秀者公司将安排至厦门总部进行专业强化培训；2.公司管理严格3.最近一份工作未达到1年者请慎重投递简历。联系人：李经理17796659337投递简历邮箱：2083654993@qq.com面试地址：郑州市金水区东风路花园路交叉口向西300米路南 燕之屋碗燕 ",,,"['五险', '专业培训', '绩效奖金', '员工旅游', '通讯补贴', '年终奖金', '餐饮补贴']",https://m.51job.com/jobs/zhengzhou/111850015.html
108377925,销售,2019-04-02,deyang,德阳,4.5-6千/月,5人,2年工作经验,大专,四川大宇信息系统股份有限公司,,上班地址 : 长江东路211号（壹中心二楼）,"
1、完成公司下达的销售任务，主要产品有：计算机系统集成项目、政府和教育软件、智慧课堂产品；       2、销售计划的分解、落实；并进行跟踪和评估；       3、管理客户关系，对客户提供专业的咨询，收集潜在客户资料；任职要求：      1、专科及以上学历；      2、对计算机行业、教育行业有一定了解或经验者优先；      3、性格热情、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；      4、具备一定的市场分析及判断能力，有较强的学习能力和观察能力；      5、有责任心，有良好的客户服务意识，能承受一定的工作压力。 ",,,"['五险一金', '通讯补贴', '节日福利', '交通补贴', '周末双休', '员工旅游', '年终奖金', '绩效奖金']",https://m.51job.com/jobs/deyang/108377925.html
111248669,餐厅储备经理—苏州地区,2019-04-02,suzhou,南通,4-5千/月,20人,无工作经验,大专,苏州肯德基有限公司,,上班地址 : 南通地区（含下属县市）肯德基餐厅,"
工作地点：可自由选择苏州、吴江、昆山、张家港、太仓、常熟的肯德基餐厅任职资格：- 20-28岁，性别不限，户籍不限- 全日制本科学历，优秀大专生亦考虑。专业不限（同时欢迎 2019 应届毕业生应聘）- 适应早晚班和高效的工作环境- 学生干部、社团经验、连锁零售服务行业（优衣库、GAP、必胜客、麦当劳、德克士、欧尚、大润发、coco、一点点、七分甜等）***经历优先-管理类（人力资源管理、行政管理、市场营销、物理管理、财务管理、会计、文秘）、语言类、电子机械类、旅游管理类专业优先工作职责：值班管理：餐厅营运现场管理，确保员工操作标准度和现场营运的顺利；品质管理：对产品制作各环节进行有效管理，保证食品安全；设备管理：制定并执行餐厅设备设施的保养计划，与设备维修工程师互动，保证餐厅生产设备持续有效运转；排班管理：通过营运系统大数据的反馈，合理安排员工的工作时间，确保充足合理的现场人力；订存货管理：结合系统的数据反馈与营业额预估，科学订货；并结合食品安全要求，合理管控库存；人员训练与发展：制定员工招募、培训计划，推动员工技能提升，规划员工职业生涯；团队管理：预测整合、配置资源、提升个人领导力，打造攻坚团队；效能提升：通过营运系统对相关指标进行分析、管控，有效管控成本，达成最优利润。个人成长： ★ 快速的成长晋升通路：肯德基商学院和必胜客管理学院以688为晋升模式，两年内三级跳，将毫无经验的职场新人，培养成为餐厅经理的。★ 餐厅经理是我们最重要的领导者：第一线带领团队，全面管理餐厅的营运、销售、利润，人员。充分授权，独立经营一家时尚餐厅。-职业发展：★ 职场不将就：公平公正晋升制度，两年职场三连跳。飙升餐厅经理，年轻活力的团队，让职场生涯不将就。-企业文化： ★环境：时尚、极具数字化体验★老板：平等开放的沟通方式★氛围：朋友一样的氛围，尽情自在的工作环境 薪资福利★灵活公平的薪酬：- 月薪+季度绩效奖金，首年年薪约5万 - 6万起（实习期即全薪）- 每年进行绩效调薪★完善贴心的福利：- 五险一金？必须有！还有额外商业医疗保险（子女也可以享受哦）- 工作节奏快？除了每周休息2天，另有带薪年假10天（入职当年即享有）起，让你获得充分放松- 工作压力大？年度大型主题趴、每年N次户外旅游、员工家族活动、员工生日惊喜趴……让你参加到腿软！- 初来乍到心发慌？各种主题工作室教你如何轻松处理工作，更有机会和市场总经理面对面，详解公司战略，确定奋进目标！★更多选择的工作地点：市内及周边餐厅（未来可提供跨地区转调机会）我们提供极具竞争力的薪资，并会定期评估其市场竞争力。同时，以业绩为核心的奖金方案，更好地实现激励与授权。除了国家规定的福利外，餐厅经理享受特别定制的福利。满一年，授予YUMC限制性股票，成为公司的股东。满两年，可以享受全家健康关怀计划（本人、配偶、子女，父母，配偶父母）满三年，享受补充购房福利计划（免息贷款、利息补贴）。 ",,,"['专业培训', '晋升空间', '绩效奖金', '年度调薪', '五险一金', '做五休二', '带薪年假', '节日福利', '商业医疗保险', '年度健康体检']",https://m.51job.com/jobs/nantong/111248669.html
112125862,执行总经理,2019-04-02,huaibei,六安,15-20万/年,1人,5-7年工作经验,高中,霍邱县红旭新型建材有限公司,,上班地址 : 安徽省六安市霍邱县临淮镇,"
			煤矸石新型墙体空心砖原材料采购、生产、销售、人事管理 ",,,,https://m.51job.com/jobs/liuan/112125862.html
112104545,大健康销售经理,2019-04-02,baoji,宝鸡,6-8千/月,若干人,5-7年工作经验,本科,陕西恒盛投资管理有限公司,,上班地址 : 眉县太白山,"
1、主要负责健康基地健康体验客户领域的推广销售；2、深入了解所负责客户的需求，与相关客户建立并保持良好的合作关系；3、整合相关资源，对为客户定制推广方案的思路有一定了解；4、监控并保证工作项目的时间进度；5、组织内部及外部工作会议。6、定期主持召开营销工作会议，及时向公司提供全面准确的营销运行状况；7、制定基地各阶段营销策略及方案，确定线上推广及线下活动方案及执行；8、建立健全基地各项规章制度，规范销售流程。9、组建和培养营销策划团队；任职要求：1、营销、金融、国际贸易、医疗等相关专业；2、五年以上医药、大健康销售工作经验、有良好的渠道资源；3、接受过医药相关法律法规、专业医疗产品扩展开发的业务技能培训；4、具有良好的沟通和协调能力，工作积极，主动，有责任心；5、熟悉传统销售模式及互联网平台运营特点；6、为人踏实、细致，注重团队合作，有一定的抗压能力。能适应短期出差。 ",,,"['五险一金', '专业培训', '年终奖金', '员工旅游', '绩效奖金']",https://m.51job.com/jobs/baoji/112104545.html
111190857,农业技术员,2019-04-02,suining,绵阳,3-4.5千/月,3人,,中专,四川阿里邦尼商务服务有限公司,,上班地址 : 桂园雅居4期2栋2楼（涪城万达对面）,"
岗位职责1、负责制定公司农业生产发展规划，从理论和实践上进行可行性分析、论证，并积极组织实施；2、根据蚕业产业化发展的需要，提出生产和科学技术上应采取的技术措施，解决生产中重大技术问题；3、每个技术推广项目完成后，必须认真做好总结，、技术报告和工作总结；4.主要从事蚕桑等制种技术指导职位要求：岗位要求：1、45岁以下，形象气质良好；2、蚕学等相关专业院校，大专以上学历优先；3、有林木行业经验者优先、有驾照优先、能适应下基地与田间工作。4、可接受相关专业的优秀应届毕业生注：招聘公司为：嘉源亿泽现代农业科技有限公司。 ",,,"['年终奖金', '绩效奖金', '交通补贴', '五险']",https://m.51job.com/jobs/mianyang/111190857.html
111771032,光大银行青岛分行信用卡Z,2019-04-02,qingdao,青岛,0.6-1.5万/月,5人,无工作经验,中专,中国光大银行股份有限公司青岛分行,,上班地址 : 青岛,"
1、负责光大银行信用卡的推广。2、为客户提供有效的服务。薪资待遇：基本工资+每月奖金+业务提成+年终奖?（完成最低考核要求，月工资6000以上）每周出勤一次！！！时间自由可控！！！福利待遇：1、入职就有五险一金，法定节假日休息，周末双休2、每个月有银行聚餐3、每个季度公费去青岛旅游培训学习4、团队文化生活+拓展训练+其他团队活动5、稳定的平台和良好的晋升空间。业绩优秀员工可转营销主任、信用卡部职能岗位、支行客户经理。  ",,,"['弹性工作', '带薪年假', '五险一金', '绩效奖金', '专业培训']",https://m.51job.com/jobs/qingdao/111771032.html
112125894,应届毕业生,2019-04-02,sanya,三亚,3-4.5千/月,5人,,本科,广州市钛格家居有限公司,,上班地址 : 中恒建材城629,"
1、作为储备人才，有三个发展方向：技术设计类岗位；项目管理类岗位；大客户销售类岗位。2、我们公司由几十个年轻人组成，多数是大专，本科学历的。希望大家聚在一起做些事情。特别适合未来准备创业或者提升综合能力的年轻人。3、我们公司承诺对任何一个员工负责。 ",,,"['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '出国机会', '年终奖金', '绩效奖金', '弹性工作', '专业培训']",https://m.51job.com/jobs/sanya/112125894.html
112093898,部门文员,2019-04-02,nanchang,江西省,3-4.5千/月,1人,3-4年工作经验,本科,通力电梯有限公司南昌分公司,,上班地址 : 江西省南昌市红谷滩新区丰和中大道912号地铁大厦802,"
负责SAP系统项目管理中各信息的更新、维护；安装资料管理、数据统计和报告工作；项目过程中内部和外部协调工作；上级主管指派的其他工作。岗位要求：本科以上学历；熟练掌握电脑操作技能；两年以上相关工作经历；具有乐观、积极向上、负责任的工作态度。 ",,,"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '专业培训', '年度体检', '商业医疗保险', '午餐补贴', '通讯补贴']",https://m.51job.com/jobs/jiangxisheng/112093898.html
101119335,急招实施工程师 上饶+赣州+吉安,2019-04-02,ganzhou,南昌,3-4.5千/月,6人,1年工作经验,大专,江西科泰华软件有限公司,,上班地址 : 南昌市红谷滩绿茵路500号丰和都会3栋10楼,"
岗位职责：1、公司开发的软件安装、调试、维护。2、公司自助终端类产品安装、培训、维护、预防性维护、调试；3、独立进行现场的设备维修、指导工作，并登记相关记录文件；4、协助开发人员进行软件故障分析，日志拷贝，判断各种故障原因，定期向公司提交故障种类及分析统计报告；任职资格：1、熟悉电脑软硬件维护，熟悉了解sql server数据库2、具备计算机技术、机电一体化、电子或相关专业的大专及以上学历；3、能吃苦耐劳，适应在外出差，有一定的沟通能力。4、年龄在22~30岁之间，大专以上学历。待遇：面议公司将为您提供完善的福利待遇：1、享有社保及住房公积金福利2、享有每周双休，日常按国家法定假期休假，享有婚假、产假、男员工陪产假等人性化假期；3、三节福利，其中端午、中秋节800元红包，4、年终三薪，即每年十四薪5、根据个人业绩，公司每年提供上一年度平均工资总额的12%-8%给员工加薪；优秀员工将得到奖金、内部晋升等机会。6、日常工会定期组织员工活动，如旅游、拓展、球类运动等7、公司内部图书馆：每月有新书录入，可免费借阅，同时组织读书会、提倡员工写读书笔记，分享阅读心得。南昌总部地址：江西南昌红谷滩绿茵路口500号丰和都会3栋10楼 有意者可直接电联：0791-83810888上班地址：九江：江西省九江市长虹大道619九江银行大厦B座11F                 上饶：上饶市区坐22、228、229、214、227、503路公交车到绿茵路口下车即可，也可乘坐地铁1号线绿茵路B出口。 ",,,"['绩效奖金', '员工旅游', '五险一金', '年终奖金', '周末双休', '高温补贴']",https://m.51job.com/jobs/nanchang/101119335.html
111858445,五险一金聘益阳南沅乡镇业务员,2019-04-02,yiyang,益阳,6-8千/月,1人,,,湖南省南方饼业有限公司,,上班地址 : 南县和沅江乡镇区域,"
1、负责公司蛋糕面包饼干（如三牛、诺贝达、泓一、慕兰卡等快消品）的推广，针对各大小超市；2、每天骑车按照固定的线路规划维护老客户（掌握库存、下单、做陈列、清理临期品等）；3、负责开拓新市场，及时反馈市场信息，开发维护新老客户；4、负责销售区域的销售活动策划和执行，完成各项销售任务。任职资格：1、20-38岁，需有小车；2、具有较强的沟通能力和销售技巧，有较强的责任心；3、能吃苦耐劳，积极主动，具有良好的团队合作精神；4、负责开拓新市场，及时反馈市场信息，开发维护新老客户；5、负责销售区域的销售活动策划和执行，完成各项销售任务。薪资：6000-8000元左右，有年终奖，公司将购买五险一金。每周日休息一天，节假日按国家规定的法定假日正常休息！其他福利：按入职年限，每年均有带薪年假，国家法定假日，婚假，产假等；春节，三八妇女节，端午节，中秋节等发放节日福利；享受结婚贺金，生育贺金，其他慰问金等。工作区域：益阳南沅乡镇区域（南县和沅江乡镇，建议住草尾镇）。联系电话：人事胡小姐0731-89607777；负责人李主管15973003786； ",,,"['五险一金', '绩效奖金', '交通补贴', '通讯补贴', '高温补贴', '带薪年假', '节日福利', '全勤奖', '定期体检']",https://m.51job.com/jobs/yiyang/111858445.html
111812712,信用卡营销经理,2019-04-02,dezhou,德州,6-8千/月,若干人,1年工作经验,大专,兴业银行股份有限公司济宁分行,,上班地址 : 德州,"
岗位职责：负责信用卡及信用卡衍生品的营销及维护。任职要求：1、品行端正，遵守国家法律法规，具备良好的职业道德和道德操守，无违法违纪行为和不良记录。2、工作责任心强，具备良好的沟通能力和团队协作精神，心理素质好，能承受工作压力。3、大专及以上学历，年龄35周岁以下，身体健康，形象气质佳。工作时间及福利：1、缴纳五险；2、享受国家法定节假日；3、提供多种晋升渠道；4、提供全套完善的专业知识及营销技能培训。工作地点：德州 ",,,"['员工旅游', '专业培训', '绩效奖金', '弹性工作', '五险']",https://m.51job.com/jobs/dezhou/111812712.html
112121030,门店摄像-淮安,2019-04-02,huaian,淮安,0.8-1万/月,3人,,大专,瓜子二手车,,上班地址 : 淮安市开发区红豆路11号,"
岗位职责:1.负责瓜子二手车严选店车辆的介绍拍摄与直播拍摄，按照公司要求为主播拍摄视频。制定详细的拍摄工作计划与时间安排，负责每天拍摄，制作，整理及分类。2.积极主动提供新的拍摄建议，会用镜头讲故事。3、熟悉场景布置设计，具备较强的时尚感和色彩感，对摄影布光、人像拍摄有独特创意  任职资格:1.大专及以上学历。2.有一定的拍摄经验，现场拍摄场控能力，抓拍&走位能力。3.热爱拍摄行业，可进行后期的视频制作及剪辑，熟悉常用摄影机、镜头性能、维护尤佳。有汽车拍摄经验，直播经验优先。4.简历请附带作品集或作品链接。 ",,,"['五险一金', '弹性工作', '定期体检']",https://m.51job.com/jobs/huaian/112121030.html
91079169,置业顾问,2019-04-02,lanzhou,广州,4.5-6千/月,若干人,1年工作经验,本科,恒大旅游集团,,上班地址 : 恒大中心,"
岗位职责：1、负责楼盘的介绍，接待客户促进成交；2、掌握客户需求，发掘及跟进潜在客户，做好对客户的追踪、联系；3、热情接待，细致讲解，耐心服务，为客户提供满意的服务。任职条件：1、第一学历为统招全日制本科及以上；2、有一年以上房产销售经验，具备扎实的房地产专业知识和一流的销售技巧；3、具备很强的责任心、良好的团队协作意识、高效的执行力、超强的抗压能力与吃苦耐劳精神；薪资待遇：无责任底薪5000+五险一金+高额提成工作地点：广州、上海及全国各地  (飞虎队，懂得享受全国出差的乐趣） ",,,,https://m.51job.com/jobs/guangzhou/91079169.html
108844399,组训岗,2019-04-02,huainan,淮南,3.5-4.5千/月,1人,,本科,新华人寿保险股份有限公司安徽分公司,,上班地址 : 淮南市田家庵区龙湖南路新舜大厦三楼,"
一、岗位要求 (一)全日制大学本科及以上学历 (二)品行端正,无不良记录;身体健康,仪表端庄; (三)有较强的责任心、良好的敬业精神和团队协作能力; (四)能吃苦耐劳,能够承受一定的工作强度与压力,具备较强的号召力; (五)有较强的语言表达、沟通能力; (六)录用时与其他单位无劳动关系; (七)一经录用签订正式劳动合同,享受五险一金及各种福利补贴。二、联系方式：电话：0554-2673296，联系人李兰兰。 ",,,"['五险一金', '绩效奖金', '节日福利', '专业培训', '高温补贴']",https://m.51job.com/jobs/huainan/108844399.html
107555315,营业部副总经理,2019-04-02,chifeng,赤峰,0.8-1万/月,1人,,本科,北京首创期货有限责任公司,,上班地址 : 赤峰市红山区西拉沐沦大街以北万达广场C地块3号楼03011号,"
岗位职责：1、协助营业部经理制定年度及中长期发展规划，执行、优化市场营销和团队培养计划；2、根据战略规划，制定并执行高净值客户及企业、机构客户市场开发策略；3、分析判断市场形势发展趋势，并提出相应的发展策略；4、分析客户的需求，帮助客户建立正确的投资理念；5、完成营业部经理交办的其他任务等等。任职要求：1、金融等相关专业，本科及以上学历，40周岁以内，身体健康，无不良从业记录；  2、对期货、证券、投资领域有深刻理解，具有3年以上证券、期货、信托等金融行业管理及营销工作经验；3、能独立开拓市场，在期货及相关产业链企业有丰富的人脉积累和客户资源；4、具备良好的沟通合作技巧，市场感觉敏锐，善于资源整合；5、较强的规划、经营、客户服务、资源整合、辅导培养、危机处理等能力。 6、具有期货从业资格。 ",,,"['五险一金', '交通补贴', '年终奖金', '绩效奖金', '专业培训', '通讯补贴', '定期体检', '餐饮补贴']",https://m.51job.com/jobs/chifeng/107555315.html
43300783,生产技术员,2019-04-02,jiujiang,九江,4-6千/月,若干人,1年工作经验,大专,卡博特蓝星化工（江西）有限公司Cabot Bluestar Chemical (Jiangxi) Company Limited.,,上班地址 : 永修县星火工业园,"
岗位职责：1、负责完成生产线的日常操作、巡查、记录工作2、与班组成员一起保证工艺过程正常, 以确保生产安全及产品质量3、当班班长安排的其他工作岗位要求：1、化学相关专业，大专以上学历，有化工工厂经验，学历适当放宽（接受应届毕业生）2、需要倒班（上4天休4天：两天白班两天晚班，每个班12小时）待遇：1、按国家规定缴纳五险一金，额外提供商业医疗保险和补充养老保险；2、加班按国家法律法规支付加班费；3、提供带薪年休假10天/年、每年享受4个月高温津贴；4、提供免费工作餐和夜班津贴；5、提供免费年度健康体检、夏游、生日蛋糕券等；6、免费提供每天上下班班车；7、提供具有市场竞争力的薪酬。工作地点：江西省九江市永修县星火工业园 ",,,"['包工作餐', '高温津贴', '五险一金', '免费班车', '员工旅游', '带薪年假', '商业保险']",https://m.51job.com/jobs/jiujiang/43300783.html
112119698,计划专员 Planner,2019-04-02,wuxi,无锡-无锡新区,6-8千/月,1人,3-4年工作经验,本科,唐纳森（中国）贸易有限公司,,上班地址 : 新加坡工业园新都路16号,"
 Responsible for the development and implementation of the company's production plan and materials control functions including production planning/coordination, materials planning and dispatching. Implements work-in-process tracking, material variance controls, order lead time advice and manufacturing performance reporting.Balance and rationalization capacity resources, manage bottlenecks, check rough-cut capacity, monitor adherence to MPS.Work closely with other relate departments such as manufacturing, QA, Purchasing etc. to tracking production and delivery progress; initiative coordinate and to solving the issues which impact shipment requirements.Open/close work order per production scheduleProduction progress follow up, to ensure production schedule is implemented timelyLocal packaging material follow up to ensure production continuationTimely system transaction implementMonthly production report collecting and system transaction implementProduction reporting figure verification, production reporting procedure monitoringEnsure the appropriate safe storage movement of raw material, finish goods, in order to support the production process and eliminate delaysOther task assigned by supervisor.                                            Education   Qualification:        ·         Bachelors   or equivalent degree with major in Supply Chain or related   is preferred.          Technical Competence   & Skills:     ·         CPIM   or related certificate is preferred. ·         Good   S&OP, MRP, Forecast analysis and Inventory management skills. ·       Good team spirit and positive attitude to approach work. ·       Excellent communication, coordination, planning and execution skills. ·         Familiar with   Oracle system , a strong sense of responsibility, self-motivated          Leadership   Competence:          Relevant Experience:     ·         At   least 3 years’ experience in production and material planning area.              Others (% of travel,   language, etc.):      ·         Able   to speak, read, write & listen English      ",,,"['周末双休', '餐饮补贴', '弹性工作']",https://m.51job.com/jobs/wuxi-wxxq/112119698.html
112123334,销售专员（果仙多维 品牌）,2019-04-02,binzhou,滨州,4-6千/月,1人,1年工作经验,,上海丰鹏国际贸易有限公司,,上班地址 : 山东滨州,"
工作内容：1、在各门店负责“果仙多维”品牌的市场活动（产品试吃，促销，店庆，亲子活动等）。2、门店店员培训“果仙多维”产品卖点（无市场活动。门店市场活动期间）。任职要求：1、24-40岁，高中及以上学历。2、能够吃苦耐劳、承受一定的工作压力。3、有相关工作经验1年以上。4、有母婴/婴童行业工作经验者优先考虑。5、对母婴产品有切身体会者优先考虑。6、有市场活动经验和培训经验的优先考虑。 ",,,"['弹性工作', '节日福利']",https://m.51job.com/jobs/binzhou/112123334.html
112121165,案场收银（建德）,2019-04-02,hangzhou,杭州-建德市,6-8千/月,2人,,,恒大地产集团华东有限公司,,上班地址 : 建德,"
1、根据销售管理办法、收银操作流程及当日执行销售文件，负责审核销售单据；2、负责收取与销售有关的各种款项，保证现金及时存入银行；3、负责销售系统各楼盘定金、楼款的录入；4、整理打印发票明细，及时核销；5、负责清退代收代付的各类税费、面积差等款项，并将退款金额录入销售系统；6、编制销售日报表、与原始单据核对无误后传递至销售会计；岗位要求：1、23～35岁，第一学历本科毕业1年以上，持有会计从业资格；2、1年以上出纳工作经验，熟练操作银联刷卡系统及真假币识别，具备良好的职业操守；3、有房地产企业现场出纳工作经验优先。 ",,,"['五险一金', '员工旅游', '定期体检', '绩效奖金', '做五休二', '带薪年假']",https://m.51job.com/jobs/hangzhou-jds/112121165.html
110133911,招生主管,2019-04-02,yantai,烟台,0.6-1.2万/月,1人,3-4年工作经验,大专,剑桥美国高中联盟,,上班地址 : 烟台,"
职位描述：完成校区制定的国际项目学生招生指标和任务；策划及实施市场活动；有效使用营销费用；走访一些初中学校，与辅导员、学生会建立联系，并维护联良好关系；搜集行业信息，整理和分析形成工作报告；制定针对竞争对手的市场策略；负责项目的招生宣传和营销活动；   6. 招生政策的研究与宣介；   7. 招生活动的推广与主持;   8. 后期工作的确认与实施。   9. 完成上级领导安排的其他工作。岗位要求：1、大学专科及以上学历，市场营销相关专业者优先；2、3年以上国际高中班营销经验，具教育培训行业或留学行业经验者优先；3、具备市场策划能力、市场意识及活跃的思维；4、 熟练使用电脑、会常用办公软件，能快速掌握公司产品；5、 积极主动、乐观向上，有上进心、责任心、用于挑战自我；6、 自律性强，能管理好自己的时间；7、吃苦耐劳、良好的表达及沟通协调能力。公司提供：有竞争力的工资，季度奖金和提成完备的社会保险 养老保险+医疗保险+生育保险+失业保险+工伤保险+公积金完善的职业培训机制和职业发展规划出国机会KnowledgeLink Group是专业从事中美合作办学、教育管理和咨询的跨国教育集团，总部设于美国学术名城波士顿，坚信全球公民意识不仅是开启个人成长空间的钥匙，亦是建立和谐国际社区的基石。因此，所有国际项目都是围绕培养全球公民意识而悉心打造。自2012年以来， KnowledgLink Group与中国顶尖中学合作，成功开设几十个中美国际教育项目，其中包括中美双文凭圣玛丽高中项目、中美国际小学，分布在上海、武汉、重庆、佛山、郑州、宁波，深圳，海门，平湖 等城市，在读学生超千人，派驻到中国境内的美籍和外籍的管理人员和美方教职员工超过120人。KnowledgLink Group还积极推动美中两国在教育领域的的相互了解。通过领导层互访、学术交流、共同举办培训课程、交换学生、长短期留学等各种活动。引领教育改革，KnowledgLink Group结合经久考量的教学技巧以及最前沿的课程设计方法，打造出一套具有前瞻性的新型教育模式，不断满足全球教育者和学者日益变化的需求。从项目设计到运行管理KnowledgLink Group是您值得信赖的合作伙伴。我们的团队来自多个国家，精通两种以上语言并拥有丰富的海外学习或工作经历。我们中的多数毕业于世界知名大学，包括哈佛大学、剑桥大学、布朗大学、宾夕法尼亚大学等，主攻领域更囊括教育学、法学、历史学、经济学、传播学等，不同的专业背景不仅让我们的项目更加精彩纷呈，同时独具深度、远瞻性与专业性。资质及荣誉：1. 美国马萨诸塞州政府认证教育单位2. 美国国际教育旅行标准协会认证3. 美国麻州校长联合会独家合作伙伴4. ITEP国际英语水平测试独家合作伙伴5. 中国西南美商会会员6. 美国《Inc.》杂志评选500强教育行业亚军7. 美国剑桥国际教育300+美国学校合作网8. GP合作（美国寄宿家庭寄宿留学安置***解决方案） ",,,"['五险一金', '专业培训', '绩效奖金', '年终奖金']",https://m.51job.com/jobs/yantai/110133911.html
112124374,招聘专员,2019-04-02,huaihua,怀化,4-6千/月,1人,无工作经验,大专,湖南优美兴科技发展集团有限公司,,上班地址 : 鹤城区河西街道舞阳大道武陵山大创园B8栋,"
岗位职责：1、收集各部门及分子公司的人员需求信息；2、根据人员招聘计划，起草招聘信息；3、筛选应聘人员简历，通知经初步筛选合格的人员参加面试；4、组织相关人员对应聘人员进行初试、复试、聘前背调等；5、发布录用通知，办理新员工的入职手续等；6、管理好自己负责的招聘渠道；7、将所有应聘人员的简历存档，建立应聘人员信息库，储备人才；8、对所有招聘的资料、文件进行存档；9、领导临时交办的工作事项。
任职资格：1、全日制大专及以上学历，人力资源相关专业毕业，2、逻辑思维能力和学习能力强；3、熟悉了解面试相关流程，及面试技巧；4、有较强的亲和力，沟通能力、执行力、判断能力和谈判能力 ",,,"['五险一金', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '绩效奖金', '年终奖金', '定期体检']",https://m.51job.com/jobs/huaihua/112124374.html
110122185,财富业务岗,2019-04-02,xuancheng,宣城,4.5-6千/月,1人,,本科,新华人寿保险股份有限公司安徽分公司,,上班地址 : 宣州区佟公路2号眼科医院综合楼北楼,"
职位要求：1、全日制本科及 以上学历，经济、金融、管理、保险等相关专业；2、具有良好的沟通表达能力，熟练操作办公软件；3、工作积极认真负责，有上进心。岗位职责：1、业务发展规划及分解；2、财富预算与费用管控；3、财富队伍区部标准化建设推进；4、领导交办的其他事项。 ",,,"['周末双休', '五险一金', '高温补贴', '节日福利', '带薪年假', '专业培训']",https://m.51job.com/jobs/xuancheng/110122185.html
